Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Cook Islands,18,21,46,"18,484","33,472",19,"13,984",18,80,214
Costa Rica,"5,943","23,038","38,634","7,811","20,567",30,"4,327,228",176,140,139
Cote d'Ivoire,"1,186","1,795","8,859","10,141","17,357",32,"18,584,701",129,162,117
Croatia,"16,706","49,600","98,362","13,602","58,703",31,"455,149",51,27,127
Cuba,533,700,"1,327","15,371","25,853",104,"11,259,905",30,113,12
Cyprus,"2,054","4,991","10,522","14,834","59,390",28,"836,321",33,24,149
Czech Republic,"13,959","22,165","40,803","15,935","46,175",29,"10,191,762",28,41,144
Democratic Republic of the Congo,310,444,"1,447","8,132","15,553",52,"58,740,547",172,177,45
Denmark,"17,688","31,006","63,943","20,119","72,540",23,"5,416,945",12,15,197
Djibouti,32,63,127,"4,426","7,247",50,"804,206",213,216,46
Dominica,28,45,83,"5,796","27,733",124,"67,827",206,103,8
Dominican Republic,"4,436","15,402","28,392","7,525","21,723",38,"9,469,601",184,130,83
Ecuador,"4,856","13,425","22,887","9,920","20,165",37,"13,060,993",133,143,89
Egypt,"15,831","59,979","98,579","8,714","18,298",37,"72,849,793",160,149,89
El Salvador,"3,394","15,204","32,944","6,456","13,491",29,"6,668,356",197,192,144
Equatorial Guinea,26,29,50,"5,312","9,675",30,"484,098",209,211,139
Estonia,"6,274","11,041","20,726","12,463","45,970",27,"1,344,312",71,42,159
Ethiopia,563,"1,199","2,879","13,912","20,061",50,"78,985,857",43,144,46
Faroe Islands,133,163,239,"27,271","66,590",15,"48,205",2,19,224
Fiji,564,"1,064","2,083","12,241","26,463",27,"828,046",75,109,159
Finland,"59,227","156,348","365,922","13,697","56,410",25,"5,246,004",50,30,179
France,"102,373","189,534","386,583","10,535","51,836",36,"60,990,544",120,32,96
French Guiana,95,137,256,"9,528","34,689",137,"192,099",141,74,7
French Polynesia,174,302,521,"10,307","17,415",22,"255,632",126,160,200
Gabon,177,234,472,"7,766","18,111",27,"1,290,693",179,151,159
Gambia,102,164,420,"5,166","8,901",36,"1,617,029",210,213,96
Georgia,"2,050","3,989","7,009","12,582","32,346",27,"4,473,409",67,84,159
Germany,"110,589","183,171","351,538","13,102","48,375",33,"82,652,369",59,38,112
Ghana,"1,234","1,722","4,646","6,131","11,472",38,"2,253,501",203,203,83
Gibraltar,16,46,119,"17,572","82,578",40,291,21,13,74
Greece,"15,859","59,854","120,287","11,411","41,339",29,"11,099,737",98,49,144
Greenland,113,184,343,"23,464","64,375",95,"57,475",7,22,14
Grenada,57,75,121,"9,211","34,687",113,"105,237",152,75,10
Guadeloupe,255,374,646,"10,697","47,735",107,"438,403",116,39,11
Guam,307,820,"1,890","8,665","25,688",31,"16,857",163,114,127
Guatemala,"6,193","17,182","33,357","13,807","21,446",26,"12,709,564",45,131,168
Guernsey,140,301,497,"11,375","34,104",23,0,100,77,197
Guinea,96,110,230,"8,497","16,713",75,"9,002,656",165,170,25
Guinea-Bissau,40,73,181,"7,724","17,283",34,"1,596,929",181,164,102
Guyana,324,589,"1,153","9,465","27,674",40,"739,472",144,104,74
Haiti,859,"1,226","3,299","6,193","10,545",47,"9,296,291",201,209,51
Holy See (Vatican City),6,189,285,"18,478","68,329",34,783,19,17,102
Honduras,"3,799","12,007","23,347","9,511","21,065",40,"683,411",142,135,74
Hong Kong,"1,519","41,849","93,319","13,727","67,739",21,"7,057,418",49,18,209
Hungary,"18,701","41,111","77,796","13,787","38,275",26,"10,086,387",46,61,168
Iceland,785,"1,103","1,775","18,638","86,507",18,"295,732",17,9,218
India,"485,260","2,078,077","4,946,058","5,498","13,128",56,"1,134,403,141",208,196,40
Indonesia,"154,905","699,447","1,795,209","10,677","14,473",43,"226,063,044",118,186,63
Iran (Islamic Republic of),"25,705","69,316","142,662","11,919","26,092",38,"69,420,607",86,111,83
Iraq,"8,056","18,695","38,002","13,236","24,851",42,"27,995,984",58,119,66
Ireland,"22,281","41,925","105,318","8,776","28,693",34,"4,143,294",158,97,102
Isle of Man,194,330,806,"11,583","21,344",37,"78,357",92,133,89
Israel,"8,700","46,125","94,159","12,413","29,740",30,"6,692,037",72,94,139
Italy,"170,375","599,219","1,413,236","11,189","38,394",42,"5,864,636",103,59,66
Jamaica,"1,232","2,081","3,783","10,124","31,105",31,"2,682,469",130,88,127
Japan,"58,438","144,422","391,255","10,372","30,900",44,"127,896,740",125,90,57
Jersey,98,190,328,"10,405","46,443",24,0,124,40,189
Jordan,"7,047","37,940","66,905","14,253","20,257",22,"5,544,066",37,142,200
Kazakhstan,"20,183","54,481","111,270","9,117","17,146",45,"15,210,609",154,166,54
Kenya,"2,825","5,569","10,432","11,124","20,359",39,"35,598,952",104,141,79
Kiribati,8,8,13,"6,349","18,259",641,"92,003",198,150,1
"Korea, Democratic People's Republic of",1,1,1,411,"14,818",30,"23,615,611",223,183,139
"Korea, Republic of","9,435","16,959","34,742","25,665","187,668",28,"47,869,837",3,1,149
Kuwait,"3,880","27,925","64,688","22,312","113,995",22,"2,700",8,5,200
Kyrgyzstan,"3,844","7,803","16,279","10,848","21,156",28,"5,203,547",111,134,149
Lao People's Democratic Republic,"5,156","11,385","23,388","13,481","26,020",33,"566,391",54,112,112
Latvia,"7,755","16,024","35,326","10,415","32,637",24,"2,301,793",122,83,189
Lebanon,"2,502","5,541","9,398","11,288","36,283",25,"401,074",101,65,179
Lesotho,144,177,786,"13,768","29,639",25,"1,980,831",48,95,179
Liberia,103,138,"3,159","6,127","11,212",26,"3,441,796",204,206,168
Libyan Arab Jamahiriya,"4,526","10,898","23,258","6,225","14,465",40,"5,918,217",199,187,74
Liechtenstein,125,215,405,"14,860","44,959",31,"34,598",32,43,127
Lithuania,"8,358","14,651","30,609","12,531","49,180",28,"3,425,077",70,37,149
Luxembourg,"1,154","2,404","4,324","15,113","58,724",27,"456,613",31,26,159
Macau,35,"1,332","3,756","19,065","40,119",18,"47,309",16,54,218
Madagascar,183,338,514,"11,524","18,349",87,"18,642,586",93,148,17
Malawi,684,944,"2,017","13,474","28,745",25,"13,226,091",56,96,179
Malaysia,"55,504","531,680","1,494,210","9,040","20,624",39,"25,652,985",155,139,79
Maldives,32,273,530,"13,476","42,947",22,"295,297",55,46,200
Mali,324,442,"1,069","11,926","28,088",32,"1,161,109",85,100,117
Malta,546,"2,066","3,852","12,113","40,468",19,"402,617",80,53,214
Martinique,232,308,542,"9,277","39,312",77,"395,896",151,56,22
Mauritania,405,"1,018","2,978","6,791","14,930",62,"2,963,105",193,180,33
Mauritius,"1,094","2,775","5,695","12,061","25,075",22,"1,241,173",81,116,200
Mayotte,20,29,46,"9,628","23,083",348,0,137,125,2
Mexico,"64,502","229,905","406,458","12,990","24,970",56,"104,266,392",61,118,40
"Micronesia, Federated States of",30,36,118,"4,365","17,392",26,"110,058",214,161,168
Monaco,30,137,288,"6,574","39,490",45,325,195,55,54
Mongolia,773,"1,137","3,037","12,161","18,064",44,"2,580,704",78,152,57
Montenegro,935,"2,207","4,319","13,597","35,145",21,"607,969",52,71,209
Montserrat,12,14,19,"2,874","10,897",74,"5,628",218,208,27
Morocco,"11,786","43,905","77,334","12,377","30,984",31,"30,494,991",73,89,127
Mozambique,"1,001","1,790","5,252","11,080","16,990",42,"20,532,675",105,168,66
Namibia,687,"1,255","2,406","10,297","16,708",36,"2,019,677",127,171,96
Nauru,9,12,33,"16,356","23,604",203,"10,111",26,123,5
Nepal,"2,122","3,370","6,059","12,146","18,465",34,"27,093,656",79,146,102
Netherlands,"27,749","53,500","95,498","20,917","93,812",24,"1,632,769",10,7,189
Netherlands Antilles,175,266,432,"17,041","49,385",27,"186,392",23,36,159
New Caledonia,92,115,180,"4,341","17,341",25,"234,185",215,163,179
New Zealand,"6,317","10,512","19,618","13,284","51,026",39,"4,097,112",57,33,79
Nicaragua,"2,140","5,754","9,638","9,290","17,004",34,"5,462,539",149,167,102
Niger,261,422,"2,304","6,955","8,153",73,"1,326,419",191,214,28
Nigeria,"4,400","6,614","17,142","8,640","16,245",50,"141,356,083",164,173,46
Northern Mariana Islands,97,189,342,"7,932","23,606",26,"80,258",174,122,168
Norway,"15,801","22,939","43,052","16,175","80,230",33,"4,638,836",27,14,112
Oman,"4,911","8,734","14,283","15,568","49,867",31,"2,507,042",29,35,127
Pakistan,"41,745","176,272","357,226","10,725","16,110",38,"158,080,591",114,175,83
Palau,27,51,120,"24,544","30,428",18,"20,127",6,91,218
Palestine,940,"6,551","13,841","8,831","18,056",32,"3,762,005",157,153,117
Panama,"3,376","10,376","20,535","10,680","16,234",28,"3,231,502",117,174,149
Papua New Guinea,332,612,"1,665","9,424","17,784",77,"6,069,715",146,156,22
Paraguay,"4,258","8,450","13,635","8,398","15,112",42,"5,904,342",168,179,66
Peru,"12,577","47,139","113,150","10,724","17,748",55,"27,274,266",115,157,43
Philippines,"50,498","354,664","895,008","5,773","13,823",38,"84,566,163",207,191,83
Poland,"72,981","145,463","294,350","9,508","40,822",32,"38,195,558",143,52,117
Portugal,"14,818","24,742","42,779","10,024","32,709",32,"10,528,226",131,82,117
Puerto Rico,"7,932","34,703","81,543","10,959","42,107",46,"3,946,779",108,47,52
Qatar,"2,203","8,524","15,198","24,703","127,002",25,"796,186",5,4,179
Republic of Moldova,"2,035","4,242","7,219","10,926","34,061",31,"3,876,661",110,78,127
Reunion,323,424,774,"12,892","43,048",59,"785,159",62,45,35
Romania,"25,199","70,885","142,122","10,411","30,132",35,"21,627,557",123,93,99
Russia,"262,905","770,444","1,603,460","9,371","21,762",44,"143,953,092",147,129,57
Rwanda,339,533,"1,368","6,118","14,928",32,"9,233,793",205,181,117
Saint Barthelemy,68,170,356,"8,997","26,428",65,0,156,110,31
Saint Kitts and Nevis,56,84,168,"7,638","20,672",72,"49,138",183,137,29
Saint Lucia,88,122,243,"11,780","39,105",90,"16,124",90,57,15
Saint Martin,36,81,129,"11,226","32,982",99,0,102,81,13
Saint Vincent and the Grenadines,63,103,221,"11,858","34,800",84,"119,137",87,72,18
Samoa,207,399,"1,041","14,051","28,170",19,"183,845",41,99,214
San Marino,90,168,280,"12,593","34,788",41,"30,214",66,73,71
Sao Tome and Principe,2,2,2,"1,537","3,419",34,"152,622",221,222,102
Saudi Arabia,"42,127","196,901","407,935","19,530","92,201",38,"2,361,236",15,8,83
Senegal,482,864,"1,695","7,783","17,861",28,"1,177,034",177,155,149
Serbia,"10,984","27,416","49,058","13,094","38,745",22,"9,863,026",60,58,200
Seychelles,42,50,108,"10,538","27,986",24,"85,532",119,102,189
Sierra Leone,178,443,"1,674","7,980","12,976",28,"5,586,403",173,197,149
Singapore,"1,179","22,475","43,130","16,644","51,990",21,"4,327,468",25,31,209
Slovakia,"8,402","14,636","27,183","10,777","34,497",24,"5,386,995",113,76,189
Slovenia,"6,110","11,212","22,278","11,476","40,989",22,"1,999,425",94,51,200
Solomon Islands,32,49,91,"10,934","20,672",19,"472,419",109,137,214
Somalia,421,851,"2,664","11,986","11,393",82,"8,196,395",84,204,19
South Africa,"24,923","57,706","116,742","9,819","33,510",31,"47,938,663",135,79,127
Spain,"34,742","74,277","156,810","11,456","35,916",43,"43,397,491",95,66,63
Sri Lanka,"12,064","28,388","70,853","7,780","16,720",31,"19,120,763",178,169,127
Sudan,"1,048","2,118","4,778","6,220","11,049",57,"36,899,747",200,207,39
Suriname,411,867,"1,630","12,176","23,500",24,"452,468",77,124,189
Swaziland,131,176,566,"13,589","22,289",28,"1,124,529",53,126,149
Sweden,"9,534","12,662","24,159","14,109","58,320",31,"9,038,049",39,28,127
Switzerland,"17,997","44,375","91,807","21,474","86,429",24,"7,424,389",9,10,189
Syrian Arab Republic,"2,801","6,230","13,250","7,011","16,527",58,"18,893,881",190,172,38
Taiwan,"27,264","392,773","995,855","14,734","59,296",24,0,34,25,189
Tajikistan,"1,440","2,874","5,452","4,529","10,511",42,"6,550,213",212,210,66
Thailand,"110,365","505,012","1,303,314","12,782","31,532",31,"63,002,911",64,87,127
The former Yugoslav Republic of Macedonia,"2,874","9,879","16,954","16,709","41,879",25,"2,033,655",24,48,179
Timor-Leste,178,405,"1,563","4,877","6,340",32,"1,067,285",211,217,117
Togo,370,552,910,"7,470","27,071",27,"6,238,572",186,106,159
Tonga,56,71,177,"10,173","22,201",45,"99,361",128,127,54
Trinidad and Tobago,"1,300","2,651","4,587","12,562","35,788",30,"1,323,722",69,67,139
Tunisia,"5,013","15,394","29,170","12,802","26,882",26,"10,104,685",63,107,168
Turkey,"40,093","123,717","226,359","13,936","35,251",29,"72,969,723",42,70,144
Turkmenistan,315,388,588,"2,026","3,910",49,"4,833,266",220,221,49
Turks and Caicos Islands,12,14,15,"7,503","37,189",121,"24,459",185,63,9
Uganda,744,"1,163","2,259","6,546","12,782",31,"28,947,181",196,198,127
Ukraine,"51,221","133,853","249,314","11,662","25,606",39,"46,917,544",91,115,79
United Arab Emirates,"5,418","18,947","49,205","25,498","166,801",23,"4,104,291",4,2,197
United Kingdom,"116,116","300,750","644,288","10,494","43,275",40,"60,244,834",121,44,74
United Republic of Tanzania,"1,469","2,625","5,938","7,736","12,318",44,"38,477,873",180,200,57
United States,"663,450","1,392,889","3,008,754","12,573","61,107",43,"299,846,449",68,23,63
United States Virgin Islands,223,466,963,"8,364","28,205",63,"111,408",169,98,32
Uruguay,"2,243","3,674","6,893","12,754","28,001",37,"3,325,727",65,101,89
Uzbekistan,"10,076","19,443","39,349","7,829","13,305",37,"26,593,123",175,193,89
Vanuatu,69,113,230,"9,283","20,925",32,"215,366",150,136,117
Venezuela,"5,067","15,714","32,791","3,330","5,654",59,"26,725,573",216,219,35
Viet Nam,"41,490","110,070","212,692","20,017","36,674",27,"85,028,643",13,64,159
Wallis and Futuna Islands,1,1,1,139,154,322,"15,079",224,224,4
Yemen,221,254,630,"2,888","6,333",77,"21,095,679",217,218,22
Zambia,726,"1,023","2,482","7,274","11,584",33,"11,478,317",189,202,112
Zimbabwe,622,764,"2,090","6,169","11,247",49,"13,119,679",202,205,49
