Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Cape Verde,92,199,385,"10,644","21,402",26,"506,807",115,139,177
Cayman Islands,66,97,186,"9,706","38,191",30,"45,591",139,57,146
Central African Republic,28,41,152,"5,471","10,135",383,"4,191,429",209,213,3
Chad,63,97,240,"10,504","13,662",81,"10,145,609",119,193,21
Chile,"22,952","82,581","198,498","10,495","17,217",44,"16,295,102",121,165,67
China,"269,373","786,375","1,922,699","29,429","139,194",29,"1,312,978,855",1,4,159
Colombia,"16,288","83,590","200,358","7,812","14,271",56,"4,494,579",182,191,42
Comoros,30,43,73,"9,523","18,813",151,"797,902",146,157,8
Congo,89,122,355,"7,231","19,755",34,"3,609,851",189,149,113
Cook Islands,17,26,63,"18,247","30,319",23,"13,984",19,89,202
Costa Rica,"5,660","23,417","38,950","8,130","20,835",29,"4,327,228",177,142,159
Cote d'Ivoire,"1,384","2,370","11,714","8,746","13,094",37,"18,584,701",162,197,95
Croatia,"17,364","56,653","131,867","13,471","58,685",33,"455,149",56,23,123
Cuba,461,590,976,"14,370","28,178",92,"11,259,905",38,101,18
Cyprus,"1,861","3,869","7,087","13,224","42,448",32,"836,321",64,48,127
Czech Republic,"15,440","24,963","46,886","15,878","45,547",30,"10,191,762",24,43,146
Democratic Republic of the Congo,261,378,"1,496","10,022","16,623",62,"58,740,547",134,172,35
Denmark,"18,892","35,371","75,149","20,764","72,442",24,"5,416,945",12,16,197
Djibouti,42,68,152,"9,346","27,134",30,"804,206",148,108,146
Dominica,47,65,138,"8,679","25,873",119,"67,827",165,118,15
Dominican Republic,"4,538","17,546","32,044","7,905","24,188",37,"9,469,601",180,127,95
Ecuador,"5,255","15,697","24,906","9,622","19,365",39,"13,060,993",142,154,89
Egypt,"15,514","61,443","102,128","8,906","18,050",38,"72,849,793",158,160,92
El Salvador,"3,054","14,784","33,178","6,571","15,086",30,"6,668,356",198,187,146
Equatorial Guinea,49,75,142,"2,394","6,935",35,"484,098",224,220,109
Estonia,"6,702","12,834","23,593","12,986","46,149",27,"1,344,312",70,40,172
Ethiopia,430,870,"1,926","12,076","19,949",32,"78,985,857",85,145,127
Faroe Islands,154,213,332,"25,573","72,856",15,"48,205",6,15,226
Fiji,571,"1,200","2,576","13,472","29,586",31,"828,046",55,93,136
Finland,"65,011","179,325","409,592","12,294","48,397",28,"5,246,004",79,36,165
France,"97,443","173,193","347,133","10,448","48,049",37,"60,990,544",123,37,95
French Guiana,108,153,259,"9,571","35,877",132,"192,099",144,71,11
French Polynesia,173,303,529,"8,574","16,913",31,"255,632",166,168,136
Gabon,247,429,"1,245","10,080","23,226",47,"1,290,693",133,132,53
Gambia,66,93,168,"5,970","10,513",33,"1,617,029",203,212,123
Georgia,"1,901","3,825","7,041","13,243","32,336",27,"4,473,409",63,83,172
Germany,"110,207","186,005","342,031","12,772","44,787",34,"82,652,369",73,46,113
Ghana,"1,469","2,045","5,694","6,895","13,367",41,"2,253,501",194,196,80
Gibraltar,18,63,89,"15,618","46,203",60,291,27,39,38
Greece,"16,093","56,908","114,044","11,125","36,186",31,"11,099,737",102,67,136
Greenland,137,211,385,"24,440","66,721",141,"57,475",9,19,9
Grenada,64,96,181,"9,762","30,138",128,"105,237",137,90,13
Guadeloupe,251,327,628,"10,707","54,300",121,"438,403",111,28,14
Guam,311,838,"2,009","7,534","22,291",35,"16,857",186,133,109
Guatemala,"4,957","13,910","25,534","13,816","22,280",26,"12,709,564",50,134,177
Guernsey,169,334,645,"10,497","36,637",21,0,120,65,215
Guinea,138,168,391,"5,593","12,377",94,"9,002,656",207,203,17
Guinea-Bissau,47,70,142,"9,861","24,086",26,"1,596,929",136,129,177
Guyana,326,655,"1,365","8,746","23,775",26,"739,472",162,130,177
Haiti,431,849,"1,954","10,352","17,371",32,"9,296,291",127,163,127
Holy See (Vatican City),6,172,267,"15,061","56,499",32,783,30,25,127
Honduras,"3,535","11,211","21,905","9,188","21,214",47,"683,411",151,141,53
Hong Kong,"1,525","47,253","110,710","13,087","61,377",23,"7,057,418",68,22,202
Hungary,"19,389","44,395","83,221","13,701","37,823",26,"10,086,387",52,60,177
Iceland,840,"1,239","2,186","20,695","96,003",19,"295,732",13,7,223
India,"503,857","2,247,325","5,503,669","5,543","13,553",56,"1,134,403,141",208,195,42
Indonesia,"153,730","724,784","1,867,015","10,176","13,856",45,"226,063,044",130,192,62
Iran (Islamic Republic of),"20,912","54,731","117,806","12,232","26,662",37,"69,420,607",80,111,95
Iraq,"4,019","6,576","13,697","5,740","12,072",56,"27,995,984",205,206,42
Ireland,"22,852","48,537","115,121","8,468","28,152",34,"4,143,294",169,102,113
Isle of Man,210,389,664,"10,657","24,828",42,"78,357",114,121,74
Israel,"9,051","52,745","113,230","13,290","28,589",31,"6,692,037",62,98,136
Italy,"168,464","600,136","1,375,970","11,169","37,653",42,"5,864,636",100,61,74
Jamaica,"1,253","2,174","4,539","11,098","33,610",30,"2,682,469",104,78,146
Japan,"49,428","114,956","273,538","10,318","31,381",45,"127,896,740",128,87,62
Jersey,93,168,266,"9,196","43,898",21,0,150,47,215
Jordan,"7,010","39,032","71,403","14,257","19,646",25,"5,544,066",42,151,194
Kazakhstan,"19,576","51,959","107,365","8,836","16,368",45,"15,210,609",159,174,62
Kenya,"3,138","5,948","11,957","11,305","19,765",40,"35,598,952",97,148,85
Kiribati,6,9,12,"3,341","21,843",431,"92,003",218,135,2
"Korea, Democratic People's Republic of",2,2,2,"2,480","23,500",200,"23,615,611",223,131,6
"Korea, Republic of","9,106","15,915","31,724","25,390","178,944",29,"47,869,837",7,1,159
Kuwait,"3,983","30,461","70,281","22,228","106,920",22,"2,700",11,6,209
Kyrgyzstan,"3,942","7,588","15,384","9,667","19,981",31,"5,203,547",140,144,136
Lao People's Democratic Republic,"5,320","12,271","25,794","13,309","26,844",37,"566,391",60,110,95
Latvia,"7,685","16,236","35,463","10,373","32,719",24,"2,301,793",126,81,197
Lebanon,"2,440","5,499","8,430","11,769","38,093",24,"401,074",88,58,197
Lesotho,240,361,"1,359","15,735","33,762",29,"1,980,831",25,77,159
Liberia,80,122,268,"8,114","16,756",30,"3,441,796",178,170,146
Libyan Arab Jamahiriya,"4,752","12,215","27,788","5,657","13,660",47,"5,918,217",206,194,53
Liechtenstein,135,230,502,"14,490","46,004",32,"34,598",35,41,127
Lithuania,"8,550","15,536","31,047","12,516","47,746",28,"3,425,077",77,38,165
Luxembourg,"1,107","2,257","4,173","14,296","54,128",28,"456,613",40,29,165
Macau,35,"1,278","4,401","24,460","64,957",19,"47,309",8,20,223
Madagascar,103,119,270,"9,656","19,932",41,"18,642,586",141,147,80
Malawi,336,464,"1,004","13,875","28,957",26,"13,226,091",48,95,177
Malaysia,"53,275","525,930","1,433,234","9,551","21,540",38,"25,652,985",145,137,92
Maldives,28,271,461,"15,571","55,724",22,"295,297",29,27,209
Mali,264,382,"1,227","11,593","24,715",34,"1,161,109",91,123,113
Malta,519,"2,060","3,621","12,827","40,244",23,"402,617",71,52,202
Martinique,209,276,590,"11,073","38,834",54,"395,896",105,56,46
Mauritania,189,330,881,"4,440","10,584",61,"2,963,105",215,211,37
Mauritius,"1,339","4,609","8,663","14,851","30,920",22,"1,241,173",32,88,209
Mayotte,7,7,8,"7,718","16,413",348,0,184,173,4
Mexico,"63,847","242,434","411,268","13,073","26,032",51,"104,266,392",69,117,49
"Micronesia, Federated States of",29,46,182,"4,310","16,203",46,"110,058",216,176,60
Monaco,30,125,194,"8,273","57,181",50,325,174,24,50
Mongolia,735,"1,242","3,745","13,112","17,370",42,"2,580,704",66,164,74
Montenegro,931,"2,300","4,230","14,024","36,191",21,"607,969",46,66,215
Montserrat,13,16,20,"6,970","14,456",48,"5,628",193,190,52
Morocco,"11,278","43,716","77,762","13,092","32,036",31,"30,494,991",67,84,136
Mozambique,"1,029","1,827","4,531","14,473","26,413",37,"20,532,675",36,113,95
Namibia,741,"1,200","2,294","10,550","16,940",37,"2,019,677",117,167,95
Nauru,5,7,9,"8,238","12,482",195,"10,111",176,200,7
Nepal,"2,533","3,818","7,014","10,958","15,763",37,"27,093,656",107,183,95
Netherlands,"27,813","55,031","96,808","19,533","88,155",26,"1,632,769",16,9,177
Netherlands Antilles,185,295,512,"17,110","45,320",26,"186,392",20,44,177
New Caledonia,68,82,139,"6,041","21,431",22,"234,185",202,138,209
New Zealand,"6,429","10,870","19,558","13,732","49,850",39,"4,097,112",51,35,89
Nicaragua,"2,041","5,488","9,346","8,960","16,328",34,"5,462,539",156,175,113
Niger,193,323,782,"7,456","12,144",132,"1,326,419",187,205,11
Nigeria,"4,281","6,765","17,227","8,401","16,097",47,"141,356,083",170,177,53
Niue,2,2,3,"2,495","3,693",597,"1,632",222,224,1
Northern Mariana Islands,121,255,374,"6,763","18,965",34,"80,258",196,156,113
Norway,"15,533","22,672","42,392","15,582","79,782",33,"4,638,836",28,13,123
Oman,"5,538","10,439","17,185","14,276","40,684",30,"2,507,042",41,51,146
Pakistan,"38,240","161,241","316,647","11,247","17,180",37,"158,080,591",99,166,95
Palau,23,41,60,"28,875","28,572",17,"20,127",2,99,225
Palestine,959,"7,054","15,937","9,484","18,086",36,"3,762,005",147,159,108
Panama,"3,397","10,986","22,811","10,415","16,706",30,"3,231,502",124,171,146
Papua New Guinea,290,501,"1,362","13,515","26,884",77,"6,069,715",54,109,27
Paraguay,"4,048","9,032","16,407","9,101","15,930",42,"5,904,342",153,179,74
Peru,"13,195","50,439","117,212","10,828","18,566",72,"27,274,266",108,158,30
Philippines,"48,144","320,047","825,132","5,365","12,473",41,"84,566,163",210,201,80
Poland,"75,218","150,455","306,077","8,969","36,039",34,"38,195,558",155,69,113
Portugal,"13,966","24,584","40,467","10,488","33,033",34,"10,528,226",122,79,113
Puerto Rico,"8,045","37,742","87,155","11,032","39,201",46,"3,946,779",106,55,60
Qatar,"2,540","11,524","23,788","26,339","122,519",23,"796,186",4,5,202
Republic of Moldova,"2,001","4,105","6,989","11,323","36,018",26,"3,876,661",96,70,177
Reunion,292,396,763,"14,232","37,638",64,"785,159",44,62,32
Romania,"25,944","71,828","143,713","10,101","28,037",37,"21,627,557",132,103,95
Russia,"267,440","799,606","1,656,634","9,344","21,573",45,"143,953,092",149,136,62
Rwanda,315,562,"1,225","5,745","15,116",32,"9,233,793",204,186,127
Saint Barthelemy,69,145,297,"8,917","27,354",49,0,157,106,51
Saint Kitts and Nevis,61,93,137,"9,738","18,002",101,"49,138",138,161,16
Saint Lucia,100,156,264,"11,746","37,209",91,"16,124",89,63,19
Saint Martin,34,63,87,"8,035","27,154",64,0,179,107,32
Saint Pierre and Miquelon,7,11,18,"27,642","94,417",42,"6,346",3,8,74
Saint Vincent and the Grenadines,76,134,305,"12,202","35,683",80,"119,137",82,74,23
Samoa,77,143,267,"14,976","26,370",20,"183,845",31,114,221
San Marino,97,229,354,"10,814","38,039",39,"30,214",109,59,89
Sao Tome and Principe,12,14,19,"1,232","3,667",34,"152,622",225,225,113
Saudi Arabia,"43,722","212,922","449,482","18,974","80,024",40,"2,361,236",18,12,85
Senegal,520,921,"1,904","8,344","19,475",31,"1,177,034",172,153,136
Serbia,"10,503","26,247","46,067","13,325","39,567",22,"9,863,026",59,54,209
Seychelles,46,63,124,"12,536","28,261",43,"85,532",76,100,72
Sierra Leone,194,452,"1,290","7,140","15,524",26,"5,586,403",191,185,177
Singapore,"1,175","25,610","48,784","17,049","53,491",22,"4,327,468",21,32,209
Slovakia,"8,993","16,672","30,234","10,168","31,981",26,"5,386,995",131,85,177
Slovenia,"6,631","12,952","27,317","11,521","41,425",23,"1,999,425",93,49,202
Solomon Islands,42,57,144,"10,517","24,094",21,"472,419",118,128,215
Somalia,456,937,"2,466","11,606","9,116",79,"8,196,395",90,217,24
South Africa,"24,404","55,091","110,929","10,741","35,734",31,"47,938,663",110,73,136
Spain,"35,870","79,790","168,934","11,840","35,528",44,"43,397,491",87,75,67
Sri Lanka,"10,715","23,430","61,448","7,600","15,862",30,"19,120,763",185,180,146
Sudan,"1,175","2,576","6,695","2,852","9,368",76,"36,899,747",221,214,28
Suriname,424,"1,031","2,002","12,476","25,451",21,"452,468",78,119,215
Swaziland,138,190,739,"16,867","28,617",29,"1,124,529",22,97,159
Sweden,"10,160","13,444","25,793","13,183","51,676",32,"9,038,049",65,33,127
Switzerland,"17,035","42,505","86,158","19,328","76,531",25,"7,424,389",17,14,194
Syrian Arab Republic,"2,397","5,018","10,435","7,810","17,737",52,"18,893,881",183,162,48
Taiwan,"27,236","473,467","1,438,230","14,311","53,816",26,0,39,31,177
Tajikistan,"2,328","6,688","14,548","4,978","12,188",40,"6,550,213",211,204,85
Thailand,"108,744","523,949","1,192,085","12,212","29,009",31,"63,002,911",81,94,136
The former Yugoslav Republic of Macedonia,"2,892","10,228","17,270","16,578","45,873",26,"2,033,655",23,42,177
Timor-Leste,239,495,"1,237","4,710","9,291",26,"1,067,285",213,215,177
Togo,350,552,"1,273","6,333","26,302",31,"6,238,572",199,115,136
Tonga,30,35,72,"11,587","11,694",58,"99,361",92,209,41
Trinidad and Tobago,"1,247","2,899","5,033","12,669","39,685",26,"1,323,722",75,53,177
Tunisia,"4,774","14,242","27,066","13,357","27,495",26,"10,104,685",58,105,177
Turkey,"40,517","126,002","227,937","13,925","34,123",30,"72,969,723",47,76,146
Turkmenistan,174,195,332,"3,069","6,076",62,"4,833,266",219,222,35
Turks and Caicos Islands,17,19,22,"8,518","36,756",141,"24,459",168,64,9
Uganda,973,"1,580","3,160","7,077","12,519",30,"28,947,181",192,199,146
Ukraine,"52,146","138,707","252,699","11,154","24,744",41,"46,917,544",101,122,80
United Arab Emirates,"6,039","23,220","39,652","24,031","152,635",24,"4,104,291",10,3,197
United Kingdom,"117,635","315,056","654,342","10,609","41,272",42,"60,244,834",116,50,74
United Republic of Tanzania,"1,354","2,208","4,929","7,372","12,450",47,"38,477,873",188,202,53
United States,"698,909","1,490,997","3,162,294","12,128","53,955",43,"299,846,449",83,30,72
United States Virgin Islands,208,420,826,"8,368","27,645",67,"111,408",171,104,31
Uruguay,"2,140","3,521","6,824","13,425","29,969",37,"3,325,727",57,91,95
Uzbekistan,"9,612","19,127","39,047","7,227","11,860",45,"26,593,123",190,207,62
Vanuatu,49,89,186,"9,188","19,941",30,"215,366",151,146,146
Venezuela,"4,612","14,275","30,916","3,978","7,196",56,"26,725,573",217,219,42
Viet Nam,"40,391","113,877","231,966","19,548","36,135",28,"85,028,643",15,68,165
Wallis and Futuna Islands,1,1,1,989,"2,501",282,"15,079",226,226,5
Yemen,173,204,409,"4,583","6,144",90,"21,095,679",214,221,20
Zambia,681,"1,019","2,539","7,820","11,539",75,"11,478,317",181,210,29
Zimbabwe,466,544,"1,489","6,110","12,861",47,"13,119,679",200,198,53
