Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Saint Kitts and Nevis,58,87,127,"8,920","32,046",87,"49,138",191,116,19
Saint Lucia,123,191,330,"10,598","38,264",42,"16,124",153,91,70
Saint Martin,53,125,260,"8,771","38,359",116,0,192,90,12
Saint Pierre and Miquelon,3,3,3,"10,475","41,457",149,"6,346",155,79,7
Saint Vincent and the Grenadines,56,88,204,"10,433","34,098",48,"119,137",157,104,46
Samoa,138,232,433,"11,796","23,439",25,"183,845",117,159,187
San Marino,68,149,280,"10,253","38,387",35,"30,214",163,89,109
Sao Tome and Principe,12,13,20,"2,238","6,398",57,"152,622",222,223,36
Saudi Arabia,"32,336","128,879","252,838","22,276","128,586",36,"2,361,236",14,7,103
Senegal,664,"1,025","2,282","14,984","32,214",32,"1,177,034",53,115,123
Serbia,"10,395","24,945","44,889","14,841","47,286",24,"9,863,026",57,69,200
Seychelles,41,60,81,"12,877","30,704",47,"85,532",89,123,50
Sierra Leone,225,504,"1,210","10,075","23,841",36,"5,586,403",166,157,103
Singapore,"1,181","22,341","42,836","19,224","102,721",21,"4,327,468",27,21,219
Slovakia,"7,563","13,734","24,138","12,103","42,148",26,"5,386,995",109,76,184
Slovenia,"6,221","14,042","25,895","13,743","68,645",22,"1,999,425",75,43,214
Solomon Islands,22,30,63,"6,915","10,256",30,"472,419",207,216,141
Somalia,568,"1,367","4,691","13,273","14,718",52,"8,196,395",82,205,42
South Africa,"24,246","50,849","95,849","11,394","47,929",32,"47,938,663",133,68,123
Spain,"33,106","71,705","142,141","13,298","48,493",45,"43,397,491",81,67,53
Sri Lanka,"13,026","31,010","65,793","7,653","17,723",27,"19,120,763",199,197,169
Sudan,"1,506","3,238","8,066","7,239","13,050",64,"36,899,747",204,211,32
Suriname,402,753,"1,255","14,772","39,702",27,"452,468",58,83,169
Swaziland,152,244,657,"13,196","22,263",33,"1,124,529",83,168,119
Sweden,"9,382","12,957","24,341","16,728","90,128",32,"9,038,049",37,26,123
Switzerland,"15,551","36,104","68,292","24,211","116,700",23,"7,424,389",8,12,207
Syrian Arab Republic,"3,095","7,144","18,908","8,036","18,586",43,"18,893,881",195,186,64
Taiwan,"27,725","370,521","929,727","18,003","94,110",24,0,30,23,200
Tajikistan,"1,524","2,975","5,916","6,534","13,061",38,"6,550,213",210,210,90
Thailand,"103,244","417,516","1,060,438","15,055","44,489",31,"63,002,911",52,73,132
The former Yugoslav Republic of Macedonia,"3,159","12,539","25,094","17,718","60,893",25,"2,033,655",33,49,187
Timor-Leste,247,648,"1,950","4,116","7,996",27,"1,067,285",219,220,169
Togo,467,667,"1,197","9,302","39,095",53,"6,238,572",185,86,39
Tonga,23,29,73,"7,136","13,071",429,"99,361",205,209,1
Trinidad and Tobago,"1,079","2,086","3,369","13,126","34,235",25,"1,323,722",86,103,187
Tunisia,"5,610","18,097","34,860","14,691","28,962",27,"10,104,685",61,133,169
Turkey,"32,134","86,477","147,516","15,901","42,254",31,"72,969,723",45,75,132
Turkmenistan,262,302,479,"2,086","4,480",48,"4,833,266",223,225,46
Turks and Caicos Islands,13,24,32,"12,486","47,102",147,"24,459",98,70,8
Uganda,998,"1,495","3,376","9,034","17,858",39,"28,947,181",187,193,84
Ukraine,"51,949","122,479","243,148","12,769","30,328",43,"46,917,544",93,125,64
United Arab Emirates,"5,070","17,831","57,720","26,623","179,606",30,"4,104,291",5,2,141
United Kingdom,"113,058","302,202","579,436","11,806","73,453",42,"60,244,834",115,36,70
United Republic of Tanzania,"1,503","2,268","4,732","10,229","16,383",42,"38,477,873",164,202,70
United States,"612,299","1,276,375","2,697,480","14,666","109,346",42,"299,846,449",62,17,70
United States Virgin Islands,257,578,"1,733","9,000","49,558",54,"111,408",188,64,38
Uruguay,"2,149","3,897","8,955","12,770","37,540",38,"3,325,727",92,95,90
Uzbekistan,"8,290","14,664","30,102","9,898","17,862",36,"26,593,123",171,192,103
Vanuatu,57,82,131,"12,869","24,256",32,"215,366",90,154,123
Venezuela,"5,194","16,206","30,189","4,573","7,642",53,"26,725,573",217,221,39
Viet Nam,"42,898","99,388","200,677","20,324","42,095",28,"85,028,643",20,77,161
Yemen,678,"2,077","4,798","7,685","16,283",44,"21,095,679",198,203,59
Zambia,731,"1,059","3,497","10,518","20,717",41,"11,478,317",154,174,78
Zimbabwe,706,916,"2,150","8,357","17,960",44,"13,119,679",194,189,59
