Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Cameroon,544,850,"1,791","9,780","17,833",63,"17,795,149",173,192,41
Zimbabwe,821,"1,115","2,958","9,217","16,552",63,"13,119,679",188,200,41
Colombia,"18,885","103,593","242,978","9,663","13,926",63,"4,494,579",176,211,41
Sudan,"1,587","3,629","9,456","7,324","13,222",63,"36,899,747",206,215,41
Angola,779,"1,169","3,035","10,659","27,318",62,"16,095,214",156,147,45
Mexico,"61,306","205,104","359,224","12,233","29,157",61,"104,266,392",106,132,46
Cote d'Ivoire,"1,249","1,976","7,125","12,364","23,152",60,"18,584,701",105,168,47
Saint Lucia,102,159,242,"9,042","34,658",59,"16,124",189,108,48
Isle of Man,162,351,941,"12,001","25,644",59,"78,357",114,160,48
Madagascar,371,524,"1,486","7,238","21,765",59,"18,642,586",210,175,48
Bolivia,"6,805","24,007","46,221","10,219","16,131",57,"9,182,015",167,201,51
Zambia,857,"1,213","2,752","10,659","15,931",57,"11,478,317",156,202,51
Peru,"15,196","57,552","135,557","12,815","23,063",56,"27,274,266",95,170,53
Vanuatu,49,95,135,"12,093","27,949",55,"215,366",111,143,54
Dominican Republic,"4,702","18,385","39,878","8,951","28,597",54,"9,469,601",190,137,55
Trinidad and Tobago,"1,112","2,308","3,899","11,491","31,633",53,"1,323,722",129,120,56
Saint Martin,53,144,417,"7,939","27,793",53,0,199,144,56
Venezuela,"5,689","18,884","36,647","4,930","7,919",53,"26,725,573",221,223,56
Bermuda,50,91,282,"10,909","50,748",52,"64,174",145,69,59
Western Sahara,177,380,631,"13,242","36,112",52,"440,428",88,101,59
Tajikistan,"1,261","2,274","4,610","7,020","13,550",52,"6,550,213",211,214,59
Afghanistan,756,"1,060","2,504","4,257","7,313",52,"25,067,407",224,225,59
United States Virgin Islands,212,455,"1,064","9,396","56,094",51,"111,408",184,63,63
Nigeria,"5,374","9,267","25,269","14,206","46,977",51,"141,356,083",69,74,63
Djibouti,62,91,190,"9,588","26,194",51,"804,206",178,155,63
India,"406,467","1,307,405","2,766,067","6,434","19,306",51,"1,134,403,141",216,183,63
Syrian Arab Republic,"4,073","10,107","21,080","8,637","18,262",51,"18,893,881",194,190,63
Haiti,608,"1,005","2,554","8,230","15,278",51,"9,296,291",197,205,63
Monaco,38,169,377,"10,609","92,423",50,325,158,30,69
Spain,"39,030","89,523","178,626","12,655","46,466",50,"43,397,491",96,77,69
United Republic of Tanzania,"2,008","3,245","7,315","9,668","15,441",50,"38,477,873",175,203,69
Iceland,"1,198","1,851","2,911","18,983","106,077",49,"295,732",24,18,72
Brazil,"114,284","534,934","1,056,103","10,806","38,103",49,"186,830,759",148,95,72
Botswana,860,"1,213","2,353","15,326","33,561",49,"1,835,938",52,115,72
Ghana,"1,441","2,012","5,197","10,240","11,774",49,"2,253,501",166,218,72
Yemen,"1,518","5,794","23,789","6,362","11,203",49,"21,095,679",218,220,72
Japan,"47,940","100,740","268,117","11,077","62,249",48,"127,896,740",141,56,77
Saint Barthelemy,83,233,444,"10,795","30,485",48,0,151,128,77
Indonesia,"162,100","723,237","1,824,757","12,543","22,345",48,"226,063,044",100,171,77
Mozambique,"1,886","3,159","9,610","14,728","20,431",48,"20,532,675",64,180,77
Canada,"51,515","86,898","166,320","14,001","80,491",47,"32,270,507",74,41,81
Uganda,"1,103","1,773","3,656","10,446","22,130",47,"28,947,181",163,173,81
United States,"625,712","1,238,766","2,570,529","14,509","116,665",46,"299,846,449",66,14,83
Andorra,50,106,128,"20,018","103,177",46,"73,483",20,22,83
Ethiopia,"1,314","3,506","9,808","18,229","30,775",46,"78,985,857",27,125,83
Iran (Islamic Republic of),"34,043","103,961","219,571","13,155","39,642",45,"69,420,607",89,86,86
Bahamas,268,441,786,"10,780","34,279",45,"323,295",153,111,86
Argentina,"20,366","40,069","67,496","9,321","26,924",45,"38,747,148",186,150,86
Burma,"13,207","25,691","55,662","13,912","26,733",45,"47,967,266",75,151,86
Ecuador,"4,998","13,766","25,322","10,459","24,094",45,"13,060,993",162,166,86
Puerto Rico,"7,083","26,897","58,418","12,080","107,031",44,"3,946,779",112,17,91
United Kingdom,"121,244","318,116","589,122","11,055","72,787",44,"60,244,834",142,46,91
Italy,"167,576","581,304","1,204,112","12,096","54,934",44,"5,864,636",110,65,91
Albania,"2,132","6,123","10,247","11,916","38,413",44,"3,153,731",116,92,91
Seychelles,67,108,185,"12,636","38,251",44,"85,532",98,94,91
Somalia,595,"1,444","4,635","16,018","27,729",44,"8,196,395",45,145,91
Pakistan,"44,136","179,468","436,284","11,037","17,814",44,"158,080,591",143,193,91
Belize,284,423,626,"7,584","17,464",44,"275,546",205,195,91
New Zealand,"5,451","9,549","17,803","14,645","84,174",43,"4,097,112",65,37,99
Russia,"273,603","689,022","1,355,726","10,289","28,519",43,"143,953,092",165,139,99
Kenya,"2,987","5,750","11,641","11,948","25,322",43,"35,598,952",115,161,99
Bangladesh,"25,896","55,059","127,625","10,896","15,159",43,"15,328,112",146,206,99
Gambia,123,207,725,"4,674","14,206",43,"1,617,029",222,210,99
Togo,854,"1,498","3,358","10,799","38,844",42,"6,238,572",149,91,104
Kazakhstan,"18,878","48,142","92,847","12,134","29,067",42,"15,210,609",109,133,104
French Polynesia,270,677,"1,157","11,214","26,550",42,"255,632",137,153,104
Paraguay,"3,639","6,921","10,862","9,493","21,714",42,"5,904,342",180,176,104
Malawi,443,649,"1,500","12,064","17,462",42,"13,226,091",113,196,104
Sierra Leone,165,281,660,"6,939","14,955",42,"5,586,403",213,208,104
Saudi Arabia,"34,509","141,845","293,745","20,972","124,401",41,"2,361,236",16,11,110
France,"94,476","169,300","300,749","11,896","89,329",41,"60,990,544",118,36,110
Aruba,154,354,627,"16,471","64,284",41,"102,897",40,54,110
Chile,"24,423","95,910","240,262","12,986","46,227",41,"16,295,102",92,78,110
Guam,287,944,"1,866","9,553","33,619",41,"16,857",179,114,110
Ukraine,"43,790","94,166","177,731","12,650","28,362",41,"46,917,544",97,142,110
El Salvador,"3,876","15,504","32,525","10,788","25,904",41,"6,668,356",152,157,110
Egypt,"13,862","46,077","76,227","10,194","25,822",41,"72,849,793",168,159,110
Algeria,"18,391","58,520","136,997","11,656","19,646",41,"32,854,159",123,182,110
Chad,118,172,525,"11,450","15,323",41,"10,145,609",130,204,110
Sweden,"13,338","18,919","33,548","17,292","103,376",40,"9,038,049",35,21,120
Honduras,"3,107","8,586","15,378","13,724","33,769",40,"683,411",76,113,120
Liberia,140,252,610,"9,967","26,508",40,"3,441,796",171,154,120
Palestine,"3,262","10,959","23,104","7,312","24,145",40,"3,762,005",207,165,120
Namibia,833,"1,435","2,590","11,341","18,477",40,"2,019,677",134,188,120
Equatorial Guinea,73,109,433,"5,556","11,922",40,"484,098",220,217,120
Portugal,"17,782","38,943","64,955","14,013","76,583",39,"10,528,226",73,43,126
San Marino,83,221,397,"10,342","39,480",39,"30,214",164,87,126
Belarus,"13,852","27,711","59,041","9,324","17,011",39,"9,795,287",185,198,126
Burundi,155,321,"1,106","7,835","7,684",39,"7,858,791",203,224,126
Oman,"5,062","10,226","18,246","17,303","91,616",38,"2,507,042",34,32,130
Greece,"28,294","111,016","208,316","13,628","65,180",38,"11,099,737",78,52,130
Malaysia,"49,416","384,209","873,677","11,387","41,403",38,"25,652,985",133,85,130
Guernsey,143,274,558,"13,379","37,658",38,0,85,97,130
Iraq,"8,277","17,526","41,138","17,829","34,976",38,"27,995,984",31,106,130
Uzbekistan,"7,498","13,627","27,330","11,178","20,724",38,"26,593,123",139,179,130
Cayman Islands,60,118,342,"15,637","98,790",37,"45,591",49,25,136
Germany,"122,136","221,101","396,629","15,922","74,408",37,"82,652,369",48,44,136
Holy See (Vatican City),6,212,322,"18,207","71,824",37,783,28,48,136
Malta,539,"2,464","4,274","15,218","56,946",37,"402,617",58,61,136
Jamaica,"1,149","1,899","3,724","11,400","38,947",37,"2,682,469",132,89,136
Romania,"25,349","66,014","121,229","11,692","38,345",37,"21,627,557",122,93,136
Georgia,"3,223","8,282","14,721","12,414","33,248",37,"4,473,409",104,118,136
Nepal,"1,889","3,069","5,030","11,326","18,389",37,"27,093,656",135,189,136
Uruguay,"1,972","3,487","9,523","13,460","42,018",36,"3,325,727",81,83,144
Turkey,"43,265","111,146","186,965","15,296","38,071",36,"72,969,723",53,96,144
"Korea, Democratic People's Republic of",3,3,5,"7,928","35,932",36,"23,615,611",200,103,144
Morocco,"11,359","34,814","60,484","12,921","34,919",36,"30,494,991",94,107,144
Timor-Leste,368,823,"1,951","4,062","5,583",36,"1,067,285",225,227,144
United Arab Emirates,"5,517","19,252","51,330","27,173","210,427",35,"4,104,291",5,2,149
Norway,"17,366","25,364","41,453","23,530","142,495",35,"4,638,836",11,7,149
Cyprus,"2,860","8,955","15,797","17,888","97,894",35,"836,321",30,26,149
Belgium,"10,647","17,465","27,144","16,130","73,630",35,"10,398,049",43,45,149
Czech Republic,"17,217","30,569","52,874","18,570","57,265",35,"10,191,762",25,60,149
Poland,"80,040","164,336","304,528","10,823","51,417",35,"38,195,558",147,68,149
Ireland,"19,060","40,572","81,074","10,588","47,997",35,"4,143,294",159,72,149
Swaziland,185,290,891,"14,182","35,981",35,"1,124,529",70,102,149
Lebanon,"2,453","4,763","8,009","11,530","31,514",35,"401,074",127,122,149
Lao People's Democratic Republic,"5,481","11,386","25,612","14,402","29,360",35,"566,391",67,131,149
Fiji,481,"1,007","1,876","13,501","28,661",35,"828,046",80,135,149
Congo,170,259,"1,542","12,510","27,138",35,"3,609,851",101,149,149
American Samoa,24,30,40,"7,275","18,894",35,"64,051",208,184,149
Rwanda,431,756,"1,786","6,049","17,698",35,"9,233,793",219,194,149
Libyan Arab Jamahiriya,"3,760","7,094","14,196","7,011","16,673",35,"5,918,217",212,199,149
"Korea, Republic of","9,971","17,418","34,403","27,181","248,599",34,"47,869,837",4,1,164
Croatia,"17,911","62,598","119,592","15,520","82,604",34,"455,149",50,40,164
South Africa,"23,508","50,515","100,442","11,640","55,621",34,"47,938,663",124,64,164
Suriname,438,810,"1,362","16,703","42,021",34,"452,468",38,82,164
Saint Vincent and the Grenadines,48,81,263,"11,562","35,567",34,"119,137",126,104,164
Mongolia,"1,184","1,827","4,459","12,958","23,124",34,"2,580,704",93,169,164
Liechtenstein,107,179,300,"19,273","91,289",33,"34,598",21,33,170
Jersey,92,139,244,"11,718","57,710",33,0,121,59,170
Montenegro,"1,452","5,164","9,308","13,675","36,904",33,"607,969",77,99,170
Guatemala,"6,959","24,149","48,661","16,529","36,283",33,"12,709,564",39,100,170
Philippines,"52,567","364,710","887,494","7,896","31,580",33,"84,566,163",201,121,170
Barbados,93,117,257,"10,486","30,988",33,"291,933",160,124,170
Costa Rica,"5,484","21,571","34,052","8,751","28,557",33,"4,327,228",193,138,170
Mali,311,435,"1,809","15,245","27,621",33,"1,161,109",55,146,170
Nicaragua,"2,664","7,467","13,318","11,239","25,050",33,"5,462,539",136,163,170
Sri Lanka,"10,505","24,070","53,761","7,808","18,752",33,"19,120,763",204,185,170
China,"192,464","345,790","1,068,518","33,173","161,880",32,"1,312,978,855",2,5,180
Australia,"48,243","132,332","258,215","15,952","123,525",32,"20,310,208",47,12,180
Bulgaria,"11,067","38,131","66,885","16,191","121,802",32,"7,744,591",42,13,180
Luxembourg,"1,065","2,244","3,708","18,325","102,749",32,"456,613",26,23,180
Austria,"23,744","50,863","89,775","16,856","79,225",32,"8,291,979",37,42,180
Netherlands Antilles,213,334,521,"16,071","53,202",32,"186,392",44,67,180
Gabon,202,281,568,"15,011","33,361",32,"1,290,693",61,116,180
Bosnia and Herzegovina,"5,921","11,556","17,812","13,000","28,717",32,"3,915,238",91,134,180
Lithuania,"10,184","19,396","38,382","14,324","70,418",31,"3,425,077",68,49,188
Bhutan,383,609,"1,278","14,032","59,242",31,"637,013",71,57,188
Israel,"8,351","44,520","84,323","13,390","56,744",31,"6,692,037",83,62,188
Thailand,"99,518","415,772","1,059,626","15,280","48,599",31,"63,002,911",54,71,188
Kyrgyzstan,"3,460","7,099","14,446","12,210","25,941",31,"5,203,547",107,156,188
Panama,"3,079","9,756","18,290","12,148","22,294",31,"3,231,502",108,172,188
Cambodia,"9,532","26,926","60,130","12,573","18,663",31,"13,955,507",99,186,188
Åland Islands,189,416,724,"17,651","96,606",30,0,33,27,195
Hungary,"19,485","46,495","87,012","15,221","53,489",30,"10,086,387",57,66,195
Viet Nam,"43,446","109,273","243,299","22,004","47,284",30,"85,028,643",15,73,195
Slovakia,"8,369","15,588","25,471","12,417","45,439",30,"5,386,995",103,79,195
Northern Mariana Islands,93,203,450,"9,890","44,792",30,"80,258",172,80,195
Republic of Moldova,"2,181","4,208","7,319","11,793","38,876",30,"3,876,661",120,90,195
Azerbaijan,"4,674","10,276","15,281","12,449","34,614",30,"8,352,021",102,109,195
Armenia,"2,471","8,027","14,014","11,804","31,296",30,"3,017,661",119,123,195
Cape Verde,102,174,376,"13,451","28,460",30,"506,807",82,141,195
Qatar,"2,050","7,499","15,350","26,532","195,085",29,"796,186",6,4,204
Netherlands,"24,132","42,617","70,112","23,631","112,344",29,"1,632,769",10,15,204
Estonia,"6,986","12,871","22,023","13,383","68,206",29,"1,344,312",84,50,204
The former Yugoslav Republic of Macedonia,"3,331","12,951","24,501","17,229","64,045",29,"2,033,655",36,55,204
Senegal,697,"1,064","2,878","17,796","41,803",29,"1,177,034",32,84,204
Benin,654,964,"3,084","16,311","30,575",29,"8,490,301",41,126,204
Tunisia,"5,190","14,568","25,262","15,975","29,588",29,"10,104,685",46,129,204
Burkina Faso,504,778,"1,630","13,370","18,115",29,"13,933,363",86,191,204
Lesotho,152,210,691,"11,505","23,432",28,"1,980,831",128,167,212
Faroe Islands,132,179,332,"32,942","105,111",27,"48,205",3,20,213
Finland,"56,764","122,310","247,071","15,238","93,188",27,"5,246,004",56,29,213
Slovenia,"6,619","14,495","26,536","13,262","66,911",27,"1,999,425",87,51,213
Latvia,"8,509","18,536","35,204","11,566","58,968",27,"2,301,793",125,58,213
Mauritius,"1,203","3,472","7,565","14,017","35,367",27,"1,241,173",72,105,213
Denmark,"15,896","27,696","50,866","23,336","138,591",26,"5,416,945",13,8,218
Switzerland,"15,937","36,070","66,205","25,323","125,175",26,"7,424,389",8,10,218
Serbia,"11,478","25,090","44,304","13,520","46,813",26,"9,863,026",79,76,218
New Caledonia,120,158,279,"8,559","25,238",26,"234,185",195,162,218
Singapore,"1,197","27,864","55,250","20,437","130,277",25,"4,327,468",19,9,222
Taiwan,"25,969","328,627","814,066","19,062","107,508",25,0,23,16,222
Jordan,"6,679","29,106","50,040","15,167","21,680",25,"5,544,066",59,177,222
Bahrain,912,"11,464","20,396","20,766","152,075",23,"724,788",17,6,225
Samoa,249,313,536,"9,747","20,036",23,"183,845",174,181,225
Macau,33,827,"3,210","24,267","64,484",22,"47,309",9,53,227
Kuwait,"2,532","17,773","37,282","26,482","195,254",21,"2,700",7,3,228
Maldives,27,259,423,"17,983","91,925",21,"295,297",29,31,228
Brunei Darussalam,586,"1,468","2,632","33,814","91,191",21,"373,831",1,35,228
Hong Kong,"1,412","36,027","98,055","15,450","83,416",21,"7,057,418",51,39,228
Guinea-Bissau,46,89,485,"22,842","91,219",20,"1,596,929",14,34,232
Saint Pierre and Miquelon,9,10,14,"19,145","105,807",19,"6,346",22,19,233
